WKT,OBJECTID,TIPO_SISTE,LINEA,NOMBRE_TRA,NOMBRE,ESTADO
"MULTILINESTRING ((-75.5697147031115 6.24718429210156,-75.5697436094105 6.2471941468539,-75.5703161298007 6.24738932504592,-75.5726323268525 6.24818431878055,-75.5736103525972 6.24851747290596,-75.5745355395035 6.24885162877578,-75.5758806258683 6.24929621374229,-75.5768357651356 6.24961895045568,-75.5772663879555 6.24977261588206,-75.57744030586 6.24985171860805,-75.5776237106519 6.24992449181399,-75.5777849805455 6.25000359473151,-75.5779146292142 6.2500795333124,-75.5781800421802 6.25023736337485,-75.578396459349 6.25036646123098,-75.5785384605783 6.25046497611082,-75.5786338848764 6.25051921646044,-75.57872818083 6.25057458597725,-75.578821347536 6.25063108646997,-75.5789139496736 6.25068984617498,-75.5790054216611 6.25074973685693,-75.579082778169 6.25080284664553,-75.5791719925952 6.25086612663196,-75.5792606424247 6.25093053758163,-75.5793233179242 6.25097686738129,-75.5793905116865 6.25102884824786,-75.5799194513618 6.25140530307288,-75.5801882389 6.2516204648891,-75.5802767793544 6.25167425492575,-75.5804001052753 6.25176917897384,-75.5804981335493 6.25184828201356,-75.580605648877 6.25192738565661,-75.5807005149806 6.25200016042311,-75.5808396515483 6.25210457638916,-75.5809376796615 6.25217418685253,-75.5810483573584 6.252259618639,-75.5811969805076 6.25234504923083,-75.5813203063568 6.25242731550024,-75.5814499560334 6.25250008995174,-75.5816270376129 6.25258235445954,-75.5817883087198 6.25265512782386,-75.5820191479845 6.25274055464051,-75.582291093813 6.25282281674122,-75.5825567160066 6.25288925718502,-75.5836128777456 6.25312970452862,-75.5842294979767 6.25320878821811,-75.5846595503331 6.25324041483294,-75.5863576207705 6.25328464859337,-75.5877236664461 6.25332889045852,-75.5887202339746 6.25334905455625,-75.5890692276013 6.25335143078776,-75.5893680236996 6.2533633766502,-75.5894660283539 6.25336576420323,-75.5895783753837 6.25337293528452,-75.5897122366584 6.25339206406547,-75.5897901572019 6.25340110086523,-75.5899058571717 6.25341358299536,-75.5899680073662 6.25342553968444,-75.5900325483014 6.25344228046963,-75.5901209925275 6.25345902010444,-75.5901998751816 6.2534853277138,-75.5903337376639 6.25352837651967,-75.5903863269779 6.25354511783777,-75.590438915508 6.25356425125933,-75.5905249700732 6.25359773479878,-75.5906253684121 6.25364556846871,-75.5906899091953 6.25367666092146,-75.5907640128514 6.2537244967541,-75.5908357266778 6.25376754847652,-75.5909217817748 6.25381059948186,-75.5909791520845 6.25384408436162,-75.5910771598111 6.2539062707158,-75.5911966828172 6.25399955068009,-75.5912827399012 6.25408087355707,-75.5914094360884 6.25420524962297,-75.5915010327692 6.25431460578292,-75.5915840390797 6.2543970949854,-75.5916760802804 6.25450557416679,-75.5917235133822 6.2545677240919,-75.591751279758 6.25461904181769,-75.5918062628752 6.25471471703419,-75.5919234021925 6.25493477148254,-75.5919712142357 6.25502087951859,-75.5920285891859 6.2551404747718,-75.5920835747575 6.2552815982159,-75.5921409526114 6.25545620833993,-75.5922461447701 6.25575759050803,-75.592495463137 6.25637010108596,-75.5925157924178 6.25641982170932,-75.5925592742659 6.25651926280568,-75.5925824268338 6.25656898327842,-75.5926304267323 6.25666616491804,-75.5926812489615 6.25676221544169,-75.5927083540192 6.25680967648699,-75.5927354590218 6.25685600656795,-75.5927636933401 6.25690233658787,-75.5927947510604 6.25695092657477,-75.5928348436944 6.25700742649368,-75.5928675950936 6.25705036699616,-75.5929014758093 6.25709330653262,-75.592935921126 6.25713511688203,-75.5929714957595 6.25717692626506,-75.5930443388293 6.25725715566091,-75.5930816072654 6.25729557476945,-75.5931262162937 6.25733512444554,-75.5931787309972 6.2573837132612,-75.5933357082622 6.2575046202198,-75.5934548523924 6.25758597711983,-75.5935017194833 6.257614226053,-75.5935485865176 6.2576413449231,-75.5936440135425 6.2576933224408,-75.5937808763172 6.25777632547523,-75.5938741031282 6.25782176771519,-75.5940390438144 6.2578959094779,-75.5942329524304 6.2579475523665,-75.5942984520416 6.25797014989798,-75.5943701635938 6.25798935689762,-75.5944751897482 6.25802212272743,-75.5947146021147 6.25808200237122,-75.5953991907332 6.25821874736993,-75.5959011784941 6.25832157245132,-75.5971322427339 6.25858939856401,-75.5983394046865 6.25884287157278,-75.599405532015 6.2590604712423,-75.6003832156604 6.25927568260583,-75.6008421752699 6.25934501907061,-75.6009712569097 6.25935696989946,-75.6010405793381 6.2593641405768,-75.6011314132248 6.25936174314146,-75.6011911731808 6.25936413023834,-75.6012533236737 6.25936651806777,-75.6013441582974 6.25936172848709,-75.6014349924206 6.25934976166072,-75.6015210458009 6.25934258027203,-75.6015927568658 6.25933539896303,-75.6016812001082 6.25931864985133,-75.6017624724729 6.25929950821321,-75.6018795994855 6.25927079651979,-75.6019847742043 6.2592349093147,-75.6021114615824 6.25919423725834,-75.6022333689436 6.25915595671448,-75.6023504938537 6.2590985414207,-75.6024819600173 6.25902677333144,-75.6025656207857 6.25897892790347,-75.6026540618758 6.25893347422882,-75.6027281603057 6.25888323825471,-75.6029169912344 6.25875166683984,-75.6032086025556 6.25853636862042,-75.6041838208286 6.25774216564021,-75.6044515267029 6.25751490887407,-75.6045877705321 6.25740726007986,-75.6046905514522 6.25733549359752,-75.6048005017463 6.25723502305696,-75.6049152325112 6.25713933634824,-75.6050251839991 6.2570556087134,-75.6051423059417 6.25696948930408,-75.6052522571889 6.25689533005663,-75.6053383057013 6.2568307401497,-75.6054315257659 6.25676615058183,-75.6055295264862 6.25669677550792,-75.6056370872836 6.25662500847305,-75.6057335711347 6.25656821419808,-75.6058329461726 6.25652526516277,-75.6059306266787 6.25648683738018,-75.6061704125903 6.25638319679541,-75.6063139923046 6.25633970358934,-75.6064065642327 6.25631890051823,-75.6065255850356 6.25629242425708,-75.6066370490914 6.25626216693788,-75.6067938544518 6.25623190690051,-75.6069966564085 6.25621668106798,-75.6071361219429 6.25619858988244,-75.6072761524865 6.25618501885025,-75.6073851282888 6.2561759705183,-75.6075415342609 6.25616804839119,-75.6084698078046 6.2561397273997,-75.6111379714953 6.25601785985352,-75.6114248171655 6.25602142279841,-75.611518042382 6.25602500273193,-75.6116184382593 6.25602858201403,-75.6116901490539 6.25602498749587,-75.6118120590383 6.25603215209159,-75.6119232110396 6.25603214219615,-75.6120558774702 6.25603930668075,-75.6122100580137 6.25605005646213,-75.6123104548707 6.25606439919752,-75.6125255962774 6.25614331488615,-75.6127945254519 6.25627245627297,-75.6130419425996 6.25641953939726,-75.6132642598765 6.2565522729591,-75.6134539921795 6.25667068299245,-75.6136080924333 6.25673892163327,-75.6138329297829 6.25686276432354,-75.6144215501275 6.25721913449849))","187",METRO,Línea B,San Antonio - San Javier,San Antonio - San Javier,Existente
"MULTILINESTRING ((-75.6097569621002 6.23099677453152,-75.608857069581 6.23108556895031,-75.6083905557772 6.23114767497331,-75.6079641211034 6.23117281173077,-75.6075266882926 6.23120852819183,-75.6072381834296 6.23123229803213,-75.6069072928787 6.23125956071359,-75.606728967263 6.23127274865888,-75.6067177443323 6.2312735785599,-75.6067165879514 6.2312732893565,-75.606582071042 6.23123956910082,-75.6062561589653 6.23116108730123,-75.6058258955107 6.23105747999282,-75.6057400994869 6.23104947588079,-75.6057024372479 6.2310466672088,-75.6055525552899 6.23103548577363,-75.6050750171714 6.23106556022942,-75.6046263141389 6.23107532808798,-75.6042457177307 6.23108360785202,-75.6041446468352 6.23108600116157,-75.6028910073801 6.23111571946945,-75.602123218284 6.23111379886619,-75.6021088993215 6.23111376281052,-75.6013572190661 6.2311413570945,-75.6010714232663 6.23115185196412,-75.6006429388675 6.23117031198178,-75.6001875601635 6.23118993876813,-75.5996668578394 6.23122012874149,-75.599531150724 6.23122800197471,-75.5992114794097 6.23124519704909,-75.5987566248733 6.23126966916302,-75.5983021397861 6.23129412187647,-75.5981696948202 6.23130190414824,-75.5975858725354 6.23133619951545,-75.5970731826715 6.2313590365297,-75.596686063897 6.23137627938626,-75.5966215438262 6.23137962734081,-75.596338901839 6.23139430609967,-75.5962262214597 6.23138598653008,-75.5961493612435 6.23138031276943,-75.5954058464185 6.23141212812802,-75.5953878506368 6.23141289760859,-75.5948048594784 6.23143648683695,-75.5945017008772 6.23144749443924,-75.5936381711836 6.23147884302054,-75.5935058334466 6.23148364980081,-75.5927770075986 6.23149673874657,-75.5926293759917 6.23149939448305,-75.5922302774449 6.23152688659462,-75.5920543793392 6.23153256224752,-75.5914537532194 6.23155194486197,-75.5913567656047 6.23155507683511,-75.5908481129997 6.23156813484909,-75.590437270124 6.23157868433928,-75.5901494501083 6.23158636270881,-75.590023661424 6.23156006908141,-75.589748643004 6.23155577703853,-75.5896248423963 6.23156069183285,-75.5894609319562 6.23157542461117,-75.5892100254003 6.23159037832718,-75.5891367876174 6.23159856242036,-75.5889071563744 6.23161657069344,-75.5880300924772 6.23163460404349,-75.5875736103292 6.23164443820248,-75.5872733250033 6.23167234811342,-75.5867498652929 6.23168354046775,-75.5856709762289 6.23170935121731,-75.5855283121859 6.23170771958801,-75.5846886133624 6.2317388356192,-75.5839030712684 6.23175532178696,-75.5834064969458 6.23177201550192,-75.5830024020937 6.23177939480152,-75.5827656783721 6.23178390412599,-75.5823629118461 6.23180149771919,-75.5818372025375 6.23181623817967,-75.5808107441059 6.23181835217464,-75.5804509071137 6.23182877482159,-75.5800422041782 6.23181420263026,-75.5798242336684 6.23179945389265,-75.5797933021834 6.23180721058754,-75.5794047088832 6.23181794974911,-75.5789284337827 6.23183081547575,-75.5787781550713 6.23183487681677,-75.5786245610944 6.23184799765745,-75.5783966634598 6.23188319628748,-75.5783155939547 6.23189571850533,-75.5782895307423 6.23189743685748,-75.5782074492393 6.23190287135505,-75.5777636045878 6.23191958645134,-75.5775995045372 6.231919507258,-75.5775984204522 6.23191958864835),(-75.5768301049466 6.23169780677473,-75.5768300164123 6.23169778146341),(-75.5775984204522 6.23191958864835,-75.577529344601 6.23148179826072,-75.5774193946373 6.23101855629397,-75.5772631500436 6.23040476081016,-75.5771532025558 6.23002837782651,-75.5771126942145 6.22984308074998,-75.5770895458068 6.22966357459498,-75.5770895428321 6.22949564784371,-75.5771011113582 6.22928139835465,-75.5771358270818 6.229078728268,-75.5771531835708 6.22889922117399,-75.5772052542653 6.22849388230118,-75.577274683697 6.22808854301598,-75.5771821004582 6.22804221999921,-75.5767307592518 6.22790904519817,-75.5766092610251 6.22888185775234,-75.5765514035419 6.22932773145471,-75.5765224745143 6.22951881962775,-75.5764819725049 6.22969253678836,-75.5764588283292 6.22981992838329,-75.5764125497405 6.23064797778909,-75.5764183398139 6.23086222778803,-75.5764414882833 6.23109384957641,-75.5765225024424 6.23127914581282,-75.5765919413352 6.23142390753326,-75.5766845258933 6.23154550794457,-75.5768118304303 6.23167868930373,-75.5768301049466 6.23169780677473),(-75.5775984204522 6.23191958864835,-75.5768301049466 6.23169780677473),(-75.5775984204522 6.23191958864835,-75.5776652099204 6.23254505383884,-75.5776652198909 6.23310647161642,-75.5773671252422 6.23452580559796,-75.5769515883197 6.23603554320446,-75.5763520994103 6.23709781373699,-75.5760046529716 6.23776540120204,-75.5757405964141 6.2384747112161,-75.5755321335146 6.23930919253466,-75.5754209575068 6.24010194825532,-75.575366959602 6.24244070203633,-75.5753730043054 6.24284425679513,-75.5753553315679 6.24339290435424,-75.5753540856076 6.2434315243676,-75.5753288702361 6.24403142160221,-75.5752929442248 6.2448831006883,-75.5752721272203 6.24537644864875,-75.5752591590039 6.24576932246605,-75.5752469049562 6.24614053530016,-75.5752427507283 6.24626541864188,-75.5752279946681 6.2467088549445,-75.5752168049547 6.24699476367951,-75.5751977868787 6.2475981142465,-75.5751964686304 6.24763712300116,-75.575169619819 6.2483470581626,-75.5751649415393 6.24847065776702,-75.5751514697759 6.24903965443396,-75.5751535845548 6.24912401012494,-75.5751499664371 6.25015119666221,-75.5751288133601 6.25052269082524,-75.5751191768265 6.25077759975252,-75.5751098662645 6.25102423754627,-75.5750978273489 6.2513195483852,-75.5750909184203 6.25148897327626,-75.5750795007393 6.25162821212121,-75.5750748762211 6.25168466000823,-75.57505884178 6.25176813821993,-75.5750559252666 6.25189760505519,-75.5750282290497 6.25216034337652,-75.5750180218578 6.25224792584884,-75.575016622065 6.25227599653859,-75.5750092699986 6.25242391415625,-75.5749786587971 6.25289973281938,-75.5749707734903 6.25303770592844,-75.57496116318 6.25320572959639,-75.5749538748611 6.25333436388714,-75.5749392970079 6.25367046447259,-75.5749086847073 6.25404815152963,-75.5748926408738 6.25411794246315,-75.5748649437899 6.25425001251826,-75.5748109928977 6.2543978044456,-75.5747366237186 6.2545237097683,-75.5746782998907 6.25461225141989,-75.5746228938487 6.25468341722569,-75.5745164529891 6.25479836605706,-75.5744394548069 6.25488273946144,-75.5743271777813 6.25500722605729,-75.5742236547259 6.25511119060498,-75.5740151365894 6.25530817255836,-75.573795000343 6.25552667908333,-75.5736393589602 6.25567877495787,-75.5735719367382 6.25574466121733,-75.5732814957488 6.25602367474566,-75.5731908732841 6.25611304846898,-75.5730677271564 6.25623294240844,-75.5730137479809 6.25629165025394,-75.5726831280702 6.25668027887861,-75.5724420868116 6.25690631676411,-75.5723010560553 6.25705462046093,-75.5723217624133 6.25706970600379,-75.5724190560976 6.25734786455212,-75.5723912607302 6.25761211520724,-75.5722800720872 6.25779291987103,-75.5721257137923 6.25790789329856,-75.5719813913078 6.25804876026354,-75.5717806769573 6.25824365197612,-75.5714708208459 6.25849600260364,-75.571457579994 6.25850649513947,-75.5714440653914 6.25851663057975,-75.571430283362 6.25852639897988,-75.5714162465543 6.25853579762753,-75.5714019630992 6.25854481748211,-75.5713874447414 6.25855345131108,-75.5713727014189 6.25856169549811,-75.5713577430696 6.25856954281069,-75.5713425805349 6.25857698692032,-75.5713272237527 6.25858402330664,-75.5713116862747 6.25859064654518,-75.5712959771355 6.25859685301963,-75.5712801071764 6.25860263730556,-75.5712640890457 6.25860799488257,-75.5712479344883 6.25861292303835,-75.5712316534422 6.25861741725255,-75.5712152576522 6.25862147571691,-75.57119876067 6.25862509391102,-75.5711821724338 6.25862826912263,-75.5711655046883 6.25863100135157,-75.5711487709853 6.2586332869815,-75.5711319821664 6.25863512510822,-75.5711151490728 6.25863651301948,-75.5710982870634 6.25863745071508,-75.5710814042693 6.25863793819491,-75.5710645142422 6.25863797274669,-75.5710476314374 6.25863755708238,-75.5710307639861 6.25863669120188,-75.5710139254401 6.25863537420101,-75.5709971293511 6.25863360698364,-75.5709803856572 6.25863139226181,-75.5709637070068 6.25862873093943,-75.5709471060483 6.25862562482445,-75.5709305927197 6.2586220766289,-75.5708821260306 6.25861098181151,-75.5708654437571 6.25860739926205,-75.5708486720472 6.25860426783259,-75.570831820839 6.25860159023514,-75.570814903684 6.25859936918168),(-75.5709487214929 6.25769130929104,-75.5708913701998 6.25774511250257,-75.5707427842379 6.25790309098106,-75.5706878198678 6.25796153009757,-75.5705987659841 6.25813975582095,-75.5705987667396 6.25829251989407,-75.5706623776916 6.25844528417892,-75.5708023202532 6.25858531862266,-75.570814903684 6.25859936918168),(-75.570814903684 6.25859936918168,-75.5707979332308 6.25859760557613,-75.570780921224 6.25859630032237,-75.5707638803119 6.25859545522837,-75.570746823143 6.25859507029398,-75.570738640583 6.25859510654666,-75.5707297614619 6.25859514642311,-75.570712707917 6.25859568271159,-75.5706956751565 6.25859667915927,-75.5706786749253 6.25859813395793,-75.570661720775 6.25860004801147,-75.5706448244505 6.25860241951166,-75.5706279976966 6.25860524574627,-75.5706112531615 6.25860852581109,-75.570594604397 6.25861225608981,-75.5705780613409 6.25861643387018,-75.5705616366416 6.25862105734399,-75.5705453429471 6.25862612289493,-75.5705291920024 6.25863162690669,-75.5705131946488 6.25863756395488,-75.570497362631 6.2586439304232,-75.5704817104043 6.25865072269533,-75.5704662451961 6.25865793444289,-75.5704509796547 6.25866556204956,-75.5704359255248 6.25867359737881,-75.5704210954547 6.25868203681434,-75.5704064957685 6.25869087402779,-75.5703921409213 6.25870010178661,-75.5703780399476 6.25870971376243,-75.5703642036886 6.25871970272278,-75.5703506411788 6.25873006233925,-75.5703373623561 6.25874078266723,-75.5703243780618 6.25875185918641,-75.5703116964269 6.2587632819522,-75.5702993273892 6.25877504192405,-75.5702872817901 6.2587871318695,-75.5702755650503 6.25879954365209,-75.5702641871075 6.25881226551914,-75.5702531560928 6.25882529114223,-75.5702424801372 6.25883860967276,-75.5702321673716 6.25885221026209,-75.570222225927 6.25886608567778,-75.570212661224 6.25888022416721,-75.5702034822971 6.25889461488171,-75.5701946936634 6.25890924968485,-75.5701863025505 6.25892411501586,-75.5679769959131 6.26300693229136,-75.567614220079 6.26371026486413,-75.5675210062378 6.26402537909541,-75.5674153864028 6.2644339673211),(-75.5674153864028 6.2644339673211,-75.5663886660421 6.26427612099931,-75.566380176212 6.26427456244618,-75.5659722443405 6.26421100802665,-75.5658933098206 6.26420003214707,-75.5654254794898 6.26412434510347,-75.564960648784 6.26404913588563,-75.56465364918 6.26400213352575,-75.5643786438742 6.26396714580519,-75.5642642874435 6.2639525977565,-75.5642012267988 6.26394457516424,-75.5640831896855 6.26392580245937,-75.5640527132555 6.26392006080885,-75.5633734347492 6.26387036111593,-75.5618342087028 6.26375773911598,-75.5612575008104 6.26365796030516,-75.5610150747355 6.26361601622042,-75.5609459574666 6.26360294550062,-75.5608772810166 6.2635877275573,-75.5605313920003 6.26350540861409,-75.5605055820091 6.26349907464637,-75.5603233630288 6.26345768865905,-75.5601399662519 6.26342188113336,-75.5599555624159 6.2633916854052,-75.5597703231964 6.26336712958604,-75.5596596621481 6.2633551869432,-75.5593711136816 6.26332670833021,-75.5593057022012 6.26331904573659,-75.5592406136427 6.26330900299546,-75.557557513993 6.26301779144049,-75.5574818622472 6.26300131994383,-75.5574078980137 6.26297843350661,-75.5573361641844 6.26294930011358,-75.5572671872804 6.26291413360167,-75.557201473587 6.26287319209046,-75.5571395054377 6.26282677608758,-75.5570817376742 6.26277522628305,-75.5570285943076 6.26271892104858,-75.5569804654061 6.2626582736604,-75.5569377042324 6.26259372926582,-75.5569006246503 6.26252576161589,-75.5568694988212 6.26245486958808,-75.5568445552062 6.26238157352461,-75.5568259768898 6.26230641141311,-75.5567972563406 6.26216449636989,-75.5567821221725 6.26210577762163,-75.5567609031732 6.26204897367359,-75.5567338341676 6.26199471315956,-75.5567012147212 6.26194359656582,-75.5566634058243 6.26189618958578,-75.5566208258976 6.26185301685953,-75.5562994931005 6.26142311382075,-75.5562994271497 6.26142302522306,-75.5562992654323 6.26142294566428,-75.5562991172668 6.26142286248953,-75.5562105255764 6.26140235725188,-75.5561192448086 6.26140572874302,-75.5560345588627 6.2614333522969,-75.5559750701428 6.26147072460333,-75.5559096189535 6.26154038394028,-75.5558644977765 6.26163663254673,-75.5557386041524 6.26192725078876,-75.5556509131188 6.26211393860648,-75.5556119792329 6.26233491958391,-75.5556109671786 6.26234519858181,-75.5555860805849 6.26259711539223,-75.5555417281521 6.26304614667362,-75.5555294483365 6.26314755161266,-75.5554590286111 6.26372883276436,-75.5554099977458 6.26413361084487,-75.5553862230184 6.26434178173006,-75.5553066036137 6.26503886841885,-75.5552880335818 6.26520153960691,-75.5552222572116 6.26577756829775,-75.5551557948545 6.26635963600246,-75.555116088332 6.2667074059206,-75.5550961085462 6.26688233595467,-75.555072523326 6.26708891570634,-75.5550378689346 6.26738551754994,-75.5549525642593 6.26811561987983,-75.5549459588392 6.26817213083648,-75.5549448654656 6.26818149674398,-75.5548797071108 6.26857348220454,-75.5548498621088 6.26875300460147,-75.5547550133788 6.26926000958731,-75.5546040605118 6.27010151361017,-75.5544828972668 6.27081126506377,-75.5544372204994 6.27107887476365,-75.5543066685961 6.27184358211084,-75.5542885881101 6.27194089157128,-75.5541296286314 6.27279649843264,-75.5540116197006 6.27343169398097,-75.5539773998208 6.27363853563815,-75.5538640956923 6.27432330829042,-75.5538348194877 6.27448937842081,-75.5537601000243 6.27491318600131,-75.553742019092 6.2750217047232,-75.553685850689 6.27535870788885,-75.5536198320967 6.27575487981788,-75.5535409040269 6.2761291825616,-75.5535214326492 6.27619136069503,-75.5535198875258 6.27619918066928,-75.553509270447 6.27625299746115,-75.5534995270343 6.27638997575756,-75.5533827279554 6.27699037532208,-75.55337211971 6.2770519849975,-75.553168579155 6.27823456002684,-75.5530694800646 6.27876909285016,-75.5530225653316 6.27902216532238,-75.5529155231256 6.27960750448195,-75.5529119800901 6.27962765470769,-75.5527767987341 6.2803974694378,-75.5527634877246 6.28047149974227,-75.5526745809989 6.28096597530195,-75.5526161606498 6.28130387330836,-75.5526039967763 6.28142716425868,-75.5526015548952 6.28149337570843,-75.5526064232665 6.28155502189038,-75.5526380605908 6.28164178221903,-75.552791351068 6.2820093749272,-75.5528499014752 6.2821438966683,-75.5528619073479 6.28217147851538,-75.5528716456315 6.28223083756663,-75.5528789425379 6.28233585907784,-75.5528521630664 6.28264865244097,-75.5528327121812 6.28321963820977,-75.5528327753992 6.28322079539152,-75.5527871659969 6.28330449826203,-75.5527741647592 6.28361526777543,-75.5527568453165 6.28390369818509,-75.5527438570918 6.28408040835961,-75.5527330315673 6.28415150147142,-75.552735197828 6.28420430600919,-75.5527304355039 6.28424317902137,-75.5527596366426 6.28423632701605,-75.5528277674431 6.28423632948122,-75.5528642586244 6.28424089575167,-75.5531513733007 6.28432080189798,-75.5535090396603 6.28442811198585,-75.5535479703001 6.28443267826161,-75.5535966326929 6.28442811386694,-75.5536293746577 6.2844200332892,-75.5536428639241 6.28441670668338,-75.5536817947597 6.28441213303295,-75.5541586957403 6.28442812920765,-75.55426088819 6.28443673870763,-75.5543484801721 6.28444411748837,-75.5545236651133 6.28445553093596,-75.5547267762886 6.2844635013483,-75.5548645566032 6.28446990463629,-75.5552062341255 6.28448578879358,-75.5554744773797 6.28449786357868,-75.5558994554199 6.28451698525487,-75.5560652983301 6.28452477280265),(-75.5674816589719 6.26444415561039,-75.5674153864028 6.2644339673211),(-75.5560652983301 6.28452477280265,-75.5565167036444 6.2845459556503,-75.556694860281 6.28455641013439,-75.5566326100477 6.28571855088065,-75.5566228972718 6.28578657394564,-75.5565549150376 6.28580600717758,-75.5561858729985 6.28580599851035,-75.556117892878 6.28580599738523,-75.5560693348492 6.28577684376893,-75.5560596255237 6.28568938608883,-75.5560596273257 6.28558249336622,-75.5560887652878 6.28546588352769,-75.5561373253996 6.2853687101188,-75.5561567516388 6.28525209921139,-75.5561664652743 6.2851354890469,-75.5561470454822 6.28502859600303,-75.5561082019082 6.28489255073249,-75.5560790705291 6.28472735190993,-75.5560652983301 6.28452477280265))","188",METROPLUS,Línea 1,U. de M.- Av. Ferrocarril - Parque Aranjuez,U. de M. - Av. Ferrocarril - Parque Aranjuez - Av. Ferrocarril - U. de M.,Existente
"MULTILINESTRING ((-75.5697669165887 6.22956168587415,-75.5697489485328 6.22854739580569,-75.5697486263348 6.22838532366649,-75.569822855445 6.2282310916358,-75.5698770218714 6.22817777585188,-75.5700627378989 6.22814681677759,-75.57014613472 6.22818843918611,-75.5703926913284 6.22826912377998),(-75.5697669165887 6.22956168587415,-75.5695824731427 6.22910715797251,-75.5694984785229 6.22869192897016,-75.5694354423588 6.22852810894802,-75.5692829710649 6.22842431568721,-75.5690324909502 6.22832598451004,-75.5688175890012 6.22815917861371,-75.5687195541684 6.22794578534216,-75.5687195537169 6.22763434563193,-75.568817588457 6.22747862550766,-75.5689213901007 6.2273978815644,-75.5690551009219 6.22736965707829,-75.5691693599876 6.22736904412344,-75.5692281227582 6.22741086757486,-75.5694051223243 6.22756253174481,-75.5695453956765 6.2276628951234,-75.56982530293 6.22786316523093,-75.5703942731928 6.22827025563046,-75.5720263989262 6.22946158754913,-75.5728484826778 6.23006439078466,-75.5731495531827 6.23028505501604,-75.5733559804998 6.23043740989922,-75.5736657703207 6.23066666847196,-75.5739397111159 6.23081896052404,-75.5743886713378 6.2309750589659,-75.5745132586188 6.23100895033806,-75.5750565672551 6.23117183858797,-75.5752674095552 6.23123481311639,-75.5756309400666 6.231347814441,-75.5759387130003 6.23143789457136,-75.5768301049466 6.23169780677473),(-75.5697669165887 6.22956168587415,-75.569795057454 6.22974548471958,-75.5699068023529 6.23121228112449,-75.5699503632599 6.23183458515484,-75.5701209411433 6.23443142446932,-75.5703002752052 6.23689140175463,-75.5704065428141 6.23852173300043,-75.5704149251618 6.23865033723074,-75.5703658196881 6.23906357858239,-75.5702589267783 6.23954780630028,-75.5700556187706 6.24010920893153,-75.5696361356966 6.24111693610982,-75.5688035129975 6.24311714085626,-75.5686396099569 6.24348806082527,-75.5685641640907 6.24363320250424,-75.5685054665761 6.24374582548319,-75.5684575684446 6.24383642398687,-75.5684156719533 6.24382127515122,-75.5682173360397 6.24375120465254,-75.5680939973401 6.24370763034569,-75.567901799411 6.24364170745922,-75.5677643907904 6.24359457753824,-75.5676350038018 6.24356481699694,-75.5675758493584 6.243754984516,-75.5675132783939 6.24382005904637,-75.5674559589314 6.24386469032643,-75.5673643101232 6.2439009873522,-75.567258962647 6.2439369734316,-75.5671438825578 6.24397628371292,-75.567028086114 6.24403526603724,-75.5669088693207 6.2441071707987,-75.566815892507 6.24417396033939,-75.566723542793 6.244282360438,-75.5666618833082 6.24437402469795,-75.566604670495 6.24447304878378,-75.5665571813124 6.24459176659505,-75.5663732071485 6.24484481083632,-75.5661953155426 6.24507835560623,-75.565879859946 6.24550048482075,-75.5653807476867 6.24621490152269,-75.5648186748271 6.24700225446117,-75.5648062905837 6.24701951723905,-75.5643126574895 6.24770758447846,-75.5640339875754 6.24810079035304,-75.5637336835278 6.24853169208611,-75.56362571102 6.24868662110503,-75.5635117449154 6.24889781436242,-75.5630348571007 6.2496058210171,-75.5623428356895 6.25058429183048,-75.5618980894822 6.2512310203945,-75.5614553134734 6.25187998249693,-75.5610800298092 6.25239542690495,-75.5610235415993 6.25247301181768,-75.5607436785339 6.25288483208422,-75.5604872587456 6.25326222357208,-75.5607117156538 6.25345630984619,-75.5610889214042 6.25378247662145,-75.5612486564559 6.25391892286558,-75.5618009007014 6.25438826063482,-75.5619776361611 6.25453846273831,-75.5620822870902 6.25462740255585,-75.5621760145507 6.25470705863681,-75.5622143584436 6.25472932008852,-75.5623247184409 6.25479339045481,-75.5625520472008 6.25492536792339,-75.5626898358139 6.25500536312388,-75.5628181256647 6.25507984265979,-75.5628606977341 6.25510283816734,-75.563431718719 6.25541128284504))","138",METROPLUS,Línea 2,U. de M.- Av. Oriental - Parque Aranjuez,U. de M. - Av. Oriental - Parque Aranjuez - Av. Oriental U. de M.,Existente
"MULTILINESTRING ((-75.6134095941786 6.25664297441617,-75.6134856632514 6.2589858208992,-75.6139657877957 6.2737725980964,-75.6142022351518 6.28105431942331))","96",METROCABLE,Línea J,San Javier - La Aurora,San Javier - La Aurora,Existente
"MULTILINESTRING ((-75.5011420508968 6.28130830818855,-75.5033577653102 6.28193606845788,-75.5250769801221 6.28809173479438,-75.5415943211303 6.29276762126984,-75.541594615671 6.29276770445518,-75.5418452309651 6.29283868767455))","97",METROCABLE,Línea L,Santo Domingo - Arví,Santo Domingo - Arví,Existente
